fight_id,event_id,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,weight_class_rank,gender,result,result_details,finish_round,finish_time,fight_url
162,19,"John McCarthy",3061,2488,3061,1,F,Heavyweight,12,M,Decision,Unanimous,2,3:00,http://ufcstats.com/fight-details/8b258bbb37f74a66
163,19,"Joe Hamilton",1498,1284,1498,1,F,Middleweight,10,M,Decision,Unanimous,2,3:00,http://ufcstats.com/fight-details/21aa163b80e504f9
164,19,"Joe Hamilton",2592,1270,2592,1,F,Middleweight,10,M,Submission,"Triangle Choke From Bottom Guard",1,0:52,http://ufcstats.com/fight-details/8d83354075a937f2
165,19,"John McCarthy",3772,2748,3772,1,F,Heavyweight,12,M,Submission,"Keylock From Side Control",1,1:01,http://ufcstats.com/fight-details/74dcccd3d2f487a1
166,19,"John McCarthy",4,939,4,1,F,Heavyweight,12,M,KO/TKO,"Punches to Head On Ground",1,0:43,http://ufcstats.com/fight-details/1e14e79a477f2357
167,19,"John McCarthy",1498,2592,1498,1,T,Middleweight,10,M,Decision,Split,2,3:00,http://ufcstats.com/fight-details/17526cb9fb6072ef
168,19,"John McCarthy",3935,676,3935,1,F,Heavyweight,12,M,KO/TKO,"Kick to Head At Distance",2,0:38,http://ufcstats.com/fight-details/a4d8e991ec42b048
169,19,"John McCarthy",3333,1588,3333,1,T,"Light Heavyweight",11,M,Submission,"Kneebar From Bottom Back Control",2,1:28,http://ufcstats.com/fight-details/1d3c1dedfba6eddc
170,20,"John McCarthy",2224,3232,2224,1,F,Lightweight,8,M,KO/TKO,to,1,0:27,http://ufcstats.com/fight-details/635fbf57001897c7
171,20,"John McCarthy",2742,3231,2742,1,F,Middleweight,10,M,KO/TKO,"Punches to Head From Mount",1,9:00,http://ufcstats.com/fight-details/35b871e0bdc1415b
172,20,"John McCarthy",411,1588,411,1,F,Middleweight,10,M,Submission,"Guillotine Choke Standing",1,3:27,http://ufcstats.com/fight-details/b6de61e312dbb1db
173,20,"John McCarthy",1898,3935,1898,1,F,Heavyweight,12,M,Decision,Unanimous,2,3:00,http://ufcstats.com/fight-details/dbdad3eb157703bc
174,20,"John McCarthy",2381,484,2381,1,T,Welterweight,9,M,Decision,Split,3,3:00,http://ufcstats.com/fight-details/07423d10cc23bfeb
175,20,"John McCarthy",3056,4,3056,1,F,Heavyweight,12,M,KO/TKO,"Punch to Head At Distance",1,8:07,http://ufcstats.com/fight-details/f85bbc760000f001
176,20,"John McCarthy",292,3367,292,1,F,Middleweight,10,M,KO/TKO,"Punches to Head At Distance",1,0:44,http://ufcstats.com/fight-details/3261bd16c10e3014
177,20,"John McCarthy",3333,2088,3333,1,T,"Light Heavyweight",11,M,Submission,"Neck Crank From Guard",1,7:40,http://ufcstats.com/fight-details/c8a04210d832a928
178,21,"Tony Mullinax",648,547,648,1,F,Lightweight,8,M,KO/TKO,"Punches to Head From Guard
      Submission to Strikes",1,6:52,http://ufcstats.com/fight-details/0cf7636471fc5e45
179,21,"John McCarthy",3622,1248,3622,1,F,Middleweight,10,M,Submission,"Rear Naked Choke",1,7:57,http://ufcstats.com/fight-details/fb8e8d1a734b6fe8
180,21,"Tony Mullinax",484,3265,484,1,F,Lightweight,8,M,Decision,Unanimous,2,3:00,http://ufcstats.com/fight-details/48fccedc8889a473
181,21,"John McCarthy",2700,367,2700,1,F,Middleweight,10,M,"TKO - Doctor's Stoppage","Facial Cut",2,2:31,http://ufcstats.com/fight-details/6c15d41df17349c9
182,21,"John McCarthy",3056,676,3056,1,F,Heavyweight,12,M,Decision,Split,2,3:00,http://ufcstats.com/fight-details/86090172facd6cf7
183,21,"John McCarthy",2381,2772,2381,1,T,Welterweight,9,M,Decision,Unanimous,3,3:00,http://ufcstats.com/fight-details/453118d7f05be814
184,21,"John McCarthy",3157,1898,3157,1,F,Heavyweight,12,M,KO/TKO,"Punches to Head At Distance",2,2:15,http://ufcstats.com/fight-details/3fc4d9f17be8d003
185,22,"Tony Mullinax",1981,3063,1981,1,F,Heavyweight,12,M,"TKO - Doctor's Stoppage","Facial Cuts",1,0:01,http://ufcstats.com/fight-details/03afd7b6a217aaac
186,22,"Tony Mullinax",3935,1283,3935,1,F,Heavyweight,12,M,Submission,"Kneebar From Half Guard",1,1:56,http://ufcstats.com/fight-details/9a38c18f00bb8b8e
187,22,"John McCarthy",3622,1628,3622,1,F,Middleweight,10,M,KO/TKO,"Elbows to Head From Mount",1,2:58,http://ufcstats.com/fight-details/25215e8c06d7d63f
188,22,"John McCarthy",2968,3428,2968,1,F,Heavyweight,12,M,Decision,Unanimous,2,3:00,http://ufcstats.com/fight-details/997753de17f81e3a
189,22,"John McCarthy",1588,2060,1588,1,F,Middleweight,10,M,Submission,"Arm Triangle From Half Guard
      Technical Submission",1,2:00,http://ufcstats.com/fight-details/b26c2f616c9436fb
190,22,"John McCarthy",1319,3061,1319,1,F,Heavyweight,12,M,KO/TKO,"Punches to Head At Distance
      Submission to Strikes",1,0:43,http://ufcstats.com/fight-details/28f31c3fd7afe737
191,22,"John McCarthy",2700,2369,2700,1,F,Middleweight,10,M,KO/TKO,"Punches to Head On Ground",1,9:56,http://ufcstats.com/fight-details/c03d0d781df4ad2a
192,23,"John McCarthy",3884,685,3884,1,F,Heavyweight,12,M,KO/TKO,"Punches to Head From Half Guard",1,0:28,http://ufcstats.com/fight-details/79f9086932f21016
193,23,"Mario Yamasaki",648,1630,648,1,F,Lightweight,8,M,"TKO - Doctor's Stoppage","Facial Cut",1,1:21,http://ufcstats.com/fight-details/3a271d9d9210a818
194,23,"John McCarthy",2348,3062,2348,1,F,Lightweight,8,M,KO/TKO,"Elbows to Head From Back Control",1,1:23,http://ufcstats.com/fight-details/6bb2a427004deecc
195,23,"Mario Yamasaki",3367,2837,3367,1,F,Middleweight,10,M,KO/TKO,"Knees to Head In Clinch",1,2:53,http://ufcstats.com/fight-details/c892b23ad8f2208b
196,23,"John McCarthy",3935,1185,3935,1,F,Heavyweight,12,M,Submission,"Armbar From Bottom Guard",1,6:28,http://ufcstats.com/fight-details/a3fe8217502c42a4
197,23,"John McCarthy",3056,3644,3056,1,F,Heavyweight,12,M,KO/TKO,"Punch to Head At Distance",1,4:30,http://ufcstats.com/fight-details/99b5010fd25911af
198,23,"John McCarthy",3157,2968,3157,1,T,Heavyweight,12,M,Decision,Split,3,3:00,http://ufcstats.com/fight-details/73c07530f667289f
199,24,"John McCarthy",1185,904,1185,2,F,Heavyweight,12,M,Decision,Unanimous,2,5:00,http://ufcstats.com/fight-details/1db8bed8b4d30fb3
200,24,"John McCarthy",3061,3884,3061,2,F,Heavyweight,12,M,KO/TKO,"Punch to Head At Distance",1,2:51,http://ufcstats.com/fight-details/c6f8541973f69080
201,24,"John McCarthy",1668,72,1668,3,F,Middleweight,10,M,KO/TKO,"Punch to Head At Distance",2,1:19,http://ufcstats.com/fight-details/693e4a0bed9a1369
202,24,"John McCarthy",1898,1958,1898,3,F,Heavyweight,12,M,KO/TKO,"to    
      Corner Stoppage",2,5:00,http://ufcstats.com/fight-details/3e4199f9a69bac88
203,24,"Mario Yamasaki",1741,2492,1741,3,F,Middleweight,10,M,Submission,"Rear Naked Choke",1,4:20,http://ufcstats.com/fight-details/82cf32aea3d7edf3
204,24,"Mario Yamasaki",1588,3606,1588,3,F,Middleweight,10,M,KO/TKO,"Elbows to Head From Mount",1,4:41,http://ufcstats.com/fight-details/38e3986b7cfff608
205,24,"John McCarthy",2381,2790,2381,5,T,Welterweight,9,M,"TKO - Doctor's Stoppage","Facial Cut",2,1:34,http://ufcstats.com/fight-details/df8d4014d8206ab1
206,24,"John McCarthy",3428,3149,3428,3,F,Heavyweight,12,M,KO/TKO,"to    
      Knee Injury",1,5:00,http://ufcstats.com/fight-details/62ac5bff3c181f50
207,25,"John McCarthy",2050,125,2050,3,F,Middleweight,10,M,KO/TKO,"to    
      Corner Stoppage",3,0:13,http://ufcstats.com/fight-details/968cd768ac41e6ee
208,25,"John McCarthy",1610,1628,1610,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d9e86958bcb15c26
209,25,"John McCarthy",2060,1741,2060,3,F,Middleweight,10,M,"TKO - Doctor's Stoppage","Facial Cut",1,3:53,http://ufcstats.com/fight-details/c6ead49500c047e5
210,25,"John McCarthy",1896,1776,1896,3,F,Heavyweight,12,M,KO/TKO,"Punch to Head At Distance",1,0:30,http://ufcstats.com/fight-details/c57acf13de48330a
211,25,"John McCarthy",1588,1283,1588,3,F,Heavyweight,12,M,Submission,"Armbar From Bottom Guard",1,2:08,http://ufcstats.com/fight-details/eebf672428b168b7
212,25,"John McCarthy",3333,2700,3333,5,T,"Light Heavyweight",11,M,KO/TKO,"Punches to Head On Ground
      Submission to Strikes",4,4:42,http://ufcstats.com/fight-details/b1134affa18449dd
213,26,"Mario Yamasaki",1179,4004,1179,3,F,"Open Weight",,M,KO/TKO,"Punches to Head At Distance",2,3:12,http://ufcstats.com/fight-details/ee1950e871aa5cc2
214,26,"Mario Yamasaki",3990,3606,3990,3,F,"Open Weight",,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/a4e592c874e8233f
215,26,"John McCarthy",1668,3989,1668,3,F,Middleweight,10,M,KO/TKO,"Punch to Head At Distance",3,3:12,http://ufcstats.com/fight-details/36c929fb1569d4b9
216,26,"John McCarthy",3425,855,3425,3,F,Middleweight,10,M,KO/TKO,"to    
      Knee Injury",1,1:28,http://ufcstats.com/fight-details/2cd6330ef18210b9
217,26,"John McCarthy",3990,1179,3990,3,T,Heavyweight,12,M,Submission,"Kneebar From Bottom Guard",2,4:15,http://ufcstats.com/fight-details/9c7830c91fad60d8
218,26,"John McCarthy",3056,1898,3056,3,F,Heavyweight,12,M,KO/TKO,"Punch to Head On Ground",3,1:17,http://ufcstats.com/fight-details/c22545a5881459ac
219,26,"John McCarthy",2968,3935,2968,5,T,Heavyweight,12,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/2ab41c5519d0b1b9
220,27,"Dan Severn",573,1400,573,2,F,Lightweight,8,M,Decision,Unanimous,2,5:00,http://ufcstats.com/fight-details/77f9b97f62f373b0
221,27,"Dan Severn",15,1160,15,2,F,Heavyweight,12,M,Submission,"Heel Hook On Ground",1,3:09,http://ufcstats.com/fight-details/81b0c08f7503e79a
222,27,"John McCarthy",2927,3796,2927,3,F,Lightweight,8,M,KO/TKO,"Punches to Head From Mount",2,2:41,http://ufcstats.com/fight-details/cf85523b0d442d35
223,27,"John McCarthy",691,1249,691,3,F,Lightweight,8,M,Submission,"Rear Naked Choke",2,1:29,http://ufcstats.com/fight-details/22911cbd32370f6c
224,27,"John McCarthy",2360,1630,2360,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/aca2f98ee112d137
225,27,"John McCarthy",1254,133,1254,3,F,Middleweight,10,M,KO/TKO,"Knee to Head In Clinch",3,3:35,http://ufcstats.com/fight-details/17be6e24dafd31e0
226,27,"John McCarthy",3934,1776,3934,3,F,Heavyweight,12,M,KO/TKO,"Punch to Head At Distance",1,3:23,http://ufcstats.com/fight-details/9f2b94c46b70c6fb
227,28,"John McCarthy",648,2667,648,3,F,Lightweight,8,M,Decision,Majority,3,5:00,http://ufcstats.com/fight-details/cf8fe599f0b44fd5
228,28,"John McCarthy",2400,3425,2400,3,F,Middleweight,10,M,"TKO - Doctor's Stoppage","Scalp Cut",3,1:54,http://ufcstats.com/fight-details/9397493152c0669a
229,28,"John McCarthy",3884,1578,3884,3,F,Heavyweight,12,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f6066d192a16f5ff
230,28,"John McCarthy",1853,1668,1853,3,F,Middleweight,10,M,Submission,"Armbar From Half Guard",1,4:38,http://ufcstats.com/fight-details/ba8b1ed5b05a719a
231,28,"John McCarthy",495,142,495,3,F,Middleweight,10,M,Submission,"Arm Triangle From Side Control",2,0:31,http://ufcstats.com/fight-details/b675fb8f413b59e4
232,28,"John McCarthy",2700,3367,2700,5,T,"Light Heavyweight",11,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/0adfdf8f563be462
233,29,"John McCarthy",573,3321,573,2,F,Welterweight,9,M,Decision,Unanimous,2,5:00,http://ufcstats.com/fight-details/85f28a8276a141b6
234,29,"John McCarthy",1160,3291,1160,2,F,Heavyweight,12,M,KO/TKO,"Knees to Head On Ground
      Submission to Strikes",2,2:13,http://ufcstats.com/fight-details/7edac7a0a2f72f28
235,29,"Mario Yamasaki",2927,3121,2927,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/8452f6d5a1450cfb
236,29,"Mario Yamasaki",1610,23,1610,3,F,Welterweight,9,M,"TKO - Doctor's Stoppage","Facial Cut",1,4:34,http://ufcstats.com/fight-details/d84f88ac792e8c53
237,29,"John McCarthy",339,130,339,3,F,Middleweight,10,M,DQ,"Kicking with Shoes by Andrade",2,0:43,http://ufcstats.com/fight-details/a0dfc397caef4afe
238,29,"John McCarthy",2381,63,2381,3,T,Welterweight,9,M,Submission,"Armbar From Mount",2,1:43,http://ufcstats.com/fight-details/f0b2020d11a0cf94
239,29,"John McCarthy",3064,904,3064,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/60e5b2c1bdaa203e
240,29,"John McCarthy",2968,3056,2968,5,T,Heavyweight,12,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/cef1b43c77e02635
241,30,"Mario Yamasaki",2443,1958,2443,2,F,Heavyweight,12,M,Decision,Unanimous,2,5:00,http://ufcstats.com/fight-details/075dee476361e83e
242,30,"John McCarthy",1160,3934,1160,3,F,Heavyweight,12,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/ae54f944d1ba378f
243,30,"John McCarthy",1901,802,1901,3,F,Middleweight,10,M,KO/TKO,"Flying Knee Head",3,2:28,http://ufcstats.com/fight-details/8a9a37d68cc428d6
244,30,"Mario Yamasaki",1630,648,1630,3,F,Welterweight,9,M,Submission,"Armbar From Side Control",1,1:10,http://ufcstats.com/fight-details/0bec32c32da199ed
245,30,"Mario Yamasaki",1588,1668,1588,3,F,Middleweight,10,M,Submission,"Armbar From Side Control",1,4:32,http://ufcstats.com/fight-details/3ef7c2b26af8cf22
246,30,"John McCarthy",3428,1553,3428,3,F,Heavyweight,12,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/c5bec85a32462995
247,30,"John McCarthy",3056,3324,3056,3,F,Heavyweight,12,M,KO/TKO,"Kicks to Leg At Distance
      Submission to Strikes",1,1:33,http://ufcstats.com/fight-details/794ec0a93eca0492
248,31,"Mario Yamasaki",969,2137,969,2,F,Welterweight,9,M,Decision,Unanimous,2,5:00,http://ufcstats.com/fight-details/4aef975838bc19ec
249,31,"Mario Yamasaki",1611,3535,1611,2,F,Middleweight,10,M,Decision,Unanimous,2,5:00,http://ufcstats.com/fight-details/b85ce7371fb18305
250,31,"Mario Yamasaki",2927,2050,2927,3,F,Lightweight,8,M,KO/TKO,"Punch to Head At Distance",1,0:15,http://ufcstats.com/fight-details/be8e34d585be9dc7
251,31,"John McCarthy",165,430,165,3,F,Heavyweight,12,M,Submission,"Armbar On Ground",1,0:55,http://ufcstats.com/fight-details/91cef206019c119e
252,31,"John McCarthy",250,2306,250,3,F,Heavyweight,12,M,KO/TKO,"Elbows to Head From Mount",2,4:34,http://ufcstats.com/fight-details/e4df2b73dff57d3a
253,31,"John McCarthy",3455,3428,3455,3,F,Heavyweight,12,M,Decision,Majority,3,5:00,http://ufcstats.com/fight-details/40d31c37e00d6d0b
254,31,"John McCarthy",732,2968,732,5,T,Heavyweight,12,M,KO/TKO,"Punches to Head From Mount",3,4:13,http://ufcstats.com/fight-details/10cca6f437922b6c
255,32,"Mario Yamasaki",2060,2443,2060,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/9ea4087371f7a892
256,32,"Mario Yamasaki",1425,1610,1425,3,F,Welterweight,9,M,Submission,"Armbar From Bottom Guard",1,0:20,http://ufcstats.com/fight-details/3c49bf20e4442a81
257,32,"Mario Yamasaki",3622,1254,3622,3,F,Middleweight,10,M,KO/TKO,"Punches to Head From Mount",1,4:58,http://ufcstats.com/fight-details/019eca4a900ed793
258,32,"John McCarthy",1630,3606,1630,3,F,Welterweight,9,M,KO/TKO,"Punches to Head On Ground",1,2:24,http://ufcstats.com/fight-details/5a4f6ff454b1eeb8
259,32,"John McCarthy",2075,142,2075,3,F,Middleweight,10,M,KO/TKO,"Punches to Head From Mount",1,2:58,http://ufcstats.com/fight-details/c39728802a8409ee
260,32,"John McCarthy",2381,3990,2381,5,T,Welterweight,9,M,Submission,"Guillotine Choke From Front Headlock",2,1:58,http://ufcstats.com/fight-details/53a736ebc356cc4a
261,32,"John McCarthy",2700,1901,2700,5,T,"Light Heavyweight",11,M,Submission,"Neck Crank From Side Control",1,1:52,http://ufcstats.com/fight-details/2783ccf179321171
262,33,"Mason White",3337,1249,3337,2,F,Welterweight,9,M,Submission,"Injury  
      Shoulder Injury",2,4:47,http://ufcstats.com/fight-details/bfb468c3427faa50
263,33,"Mason White",254,3549,254,2,F,Middleweight,10,M,Decision,Unanimous,2,5:00,http://ufcstats.com/fight-details/a949b05c64e43131
264,33,"Mario Yamasaki",3056,250,3056,3,F,Heavyweight,12,M,KO/TKO,"Punch to Head At Distance",2,4:21,http://ufcstats.com/fight-details/75a401066ad784f6
265,33,"Mario Yamasaki",3413,1588,3413,3,F,Middleweight,10,M,Submission,"Triangle Choke From Bottom Guard",1,2:52,http://ufcstats.com/fight-details/4a1f37200bc69376
266,33,"Mario Yamasaki",1630,1716,1630,3,F,Welterweight,9,M,Submission,"Armbar From Side Control",1,1:40,http://ufcstats.com/fight-details/74d0da1f9df17b9e
267,33,"John McCarthy",2927,3748,2927,5,T,Lightweight,8,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/a38ec65ac140fcf8
268,33,"John McCarthy",2700,3622,2700,5,T,"Light Heavyweight",11,M,KO/TKO,"Slam to   On Ground",1,0:32,http://ufcstats.com/fight-details/f8820294bbe01486
269,34,"Mario Yamasaki",866,311,866,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/49693a06fc1d8906
270,34,"John McCarthy",2806,1261,2806,3,F,Lightweight,8,M,KO/TKO,"Punches to Head From Back Control",1,4:57,http://ufcstats.com/fight-details/97a4b37cee48ea0b
271,34,"Mario Yamasaki",2075,84,2075,3,F,"Light Heavyweight",11,M,DQ,"Illegal Kicks on Ground by Almeida",3,4:21,http://ufcstats.com/fight-details/ef99fb08c6b06963
272,34,"John McCarthy",3283,3935,3283,3,F,Heavyweight,12,M,KO/TKO,"Punch to Head At Distance",2,1:28,http://ufcstats.com/fight-details/7a018ddd9239e45f
273,34,"Mario Yamasaki",573,3319,573,3,F,Welterweight,9,M,KO/TKO,"Spinning Back Fist Head",3,4:51,http://ufcstats.com/fight-details/0434a68809885ea1
274,34,"John McCarthy",2060,2968,2060,3,F,"Light Heavyweight",11,M,KO/TKO,"Punch to Head At Distance",1,1:18,http://ufcstats.com/fight-details/c0be83e56601e7ce
275,34,"John McCarthy",2592,2381,2592,5,T,Welterweight,9,M,Submission,"Bulldog Choke On Ground",3,2:50,http://ufcstats.com/fight-details/34ab72077963ee74
276,34,"John McCarthy",732,3056,732,5,T,Heavyweight,12,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/6f62436ae042009b
277,35,"Mario Yamasaki",866,3087,866,3,F,Welterweight,9,M,Submission,"Guillotine Choke Standing",1,1:05,http://ufcstats.com/fight-details/085d6ea4d12917a2
278,35,"Mason White",3088,165,3088,3,F,Heavyweight,12,M,KO/TKO,"Punches to Head From Mount",3,1:23,http://ufcstats.com/fight-details/c9d2abc25651a1a7
279,35,"John McCarthy",2275,1901,2275,3,F,"Light Heavyweight",11,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/6afdefcb6728467e
280,35,"Mario Yamasaki",3748,1630,3748,3,F,Lightweight,8,M,KO/TKO,"Punches to Head From Guard",1,1:48,http://ufcstats.com/fight-details/6314e63003745e80
281,35,"Mario Yamasaki",2381,573,2381,3,F,Welterweight,9,M,KO/TKO,"Kick to Head At Distance",2,2:42,http://ufcstats.com/fight-details/b7419e18d9461277
282,35,"John McCarthy",250,3283,250,3,F,Heavyweight,12,M,Submission,"Armbar From Bottom Guard",1,4:21,http://ufcstats.com/fight-details/09da511e611b4eb1
283,35,"John McCarthy",2806,3659,2806,3,F,Lightweight,8,M,KO/TKO,"Knee to Head At Distance",1,2:42,http://ufcstats.com/fight-details/5e80048e6a5681b8
284,35,"John McCarthy",2700,3413,2700,5,T,"Light Heavyweight",11,M,KO/TKO,"Elbows to Head From Guard",1,3:32,http://ufcstats.com/fight-details/40dbe22895f98978
285,36,"John McCarthy",3659,1630,3659,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/9cd5a54a285653c2
286,36,"Mason White",84,1668,84,3,F,Middleweight,10,M,Submission,"Triangle Choke From Bottom Guard",1,4:06,http://ufcstats.com/fight-details/fb1fe28a5d97db51
287,36,"Mason White",2551,866,2551,3,F,Welterweight,9,M,KO/TKO,"Punch to Head At Distance",2,0:15,http://ufcstats.com/fight-details/2e2b70a5294012bd
288,36,"John McCarthy",2360,588,2360,5,T,Middleweight,10,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/37cb7ce0f0b70640
289,36,"Mario Yamasaki",3319,982,3319,3,F,Welterweight,9,M,Decision,Majority,3,5:00,http://ufcstats.com/fight-details/3b63f4fb24694d74
290,36,"John McCarthy",2060,495,2060,3,F,"Light Heavyweight",11,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/a6a4be467d12ea5c
291,36,"Mario Yamasaki",2927,1425,2927,5,T,Lightweight,8,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/970c2beda72908c6
292,36,"John McCarthy",2700,2275,2700,5,T,"Light Heavyweight",11,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/ea64af61ed03453f
293,37,"Larry Landless",2403,3703,2403,3,F,Heavyweight,12,M,Submission,"Armbar After Drop to Ground",1,1:05,http://ufcstats.com/fight-details/586635087cdfbbcc
294,37,"John McCarthy",2075,254,2075,3,F,Middleweight,10,M,Decision,Majority,3,5:00,http://ufcstats.com/fight-details/e4628e64a2ef7100
295,37,"Mario Yamasaki",3622,2452,3622,3,F,"Light Heavyweight",11,M,Submission,"Armbar From Bottom Guard",2,0:55,http://ufcstats.com/fight-details/7ea81958dfb80d70
